OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
2527,2527,31,1086,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2528,2528,44,1086,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2529,2529,31,1086,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2530,2530,7,1086,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2531,2531,516,1085,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2532,2532,747,1085,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2533,2533,83,1085,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2534,2534,7,1085,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2535,2535,17,1085,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2536,2536,160,1085,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2537,2537,1,1085,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2538,2538,99,1085,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2539,2539,2,1085,1995,82,82  Acadian Plains and Hills,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
2540,2540,38,1087,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2541,2541,703,1084,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2542,2542,1197,1083,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2543,2543,49,1084,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2544,2544,964,1084,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2545,2545,37,1084,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2546,2546,5,1084,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2547,2547,10,130,834,3,3  Willamette Valley,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,59,NA,NA,59.000000000000000
2548,2548,612,130,767,3,3  Willamette Valley,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,176,38,15,10.000000000000000
2549,2549,26,22,650,11,11  Blue Mountains,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,525,NA,NA,525.000000000000000
2550,2550,451,22,416,11,11  Blue Mountains,10110_6_10_12_17_18_,Rocky Mountain Aspen Forest and Woodland,68,57,NA,31.000000000000000
2551,2551,16,27,453,16,16  Idaho Batholith,10090_19,Northwestern Great Plains Aspen Forest and Parkland,83,396,NA,69.000000000000000
2552,2552,1818,31,11,17,17  Middle Rockies,NA,Open Water,NA,NA,NA,0.000000000000000
2553,2553,41,209,1590,50,50  Northern Lakes and Forests,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,74,56,23,13.000000000000000
2554,2554,86,207,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2555,2555,42,207,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2556,2556,1,207,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2557,2557,572,203,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2558,2558,5129,203,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2559,2559,574,203,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2560,2560,1670,203,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2561,2561,128,211,31,50,50  Northern Lakes and Forests,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2562,2562,1321,206,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2563,2563,3212,206,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2564,2564,708,206,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2565,2565,695,206,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2566,2566,1268,206,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2567,2567,83,206,1605,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2568,2568,65,206,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2569,2569,193,206,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2570,2570,183,206,2724,50,50  Northern Lakes and Forests,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,NA,40,34.000000000000000
2571,2571,39,206,31,50,50  Northern Lakes and Forests,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2572,2572,904,204,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2573,2573,17187,204,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2574,2574,7171,204,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2575,2575,667,204,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2576,2576,22412,204,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2577,2577,12290,204,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2578,2578,3214,204,1605,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2579,2579,1915,208,1616,50,50  Northern Lakes and Forests,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,1016,NA,NA,1016.000000000000000
2580,2580,461,208,1629,50,50  Northern Lakes and Forests,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,25,46,18,8.000000000000000
2581,2581,2154,208,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2582,2582,5356,208,1621,50,50  Northern Lakes and Forests,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,112,NA,NA,112.000000000000000
2583,2583,21112,208,1639,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2584,2584,10249,208,1637,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2585,2585,4053,208,1640,50,50  Northern Lakes and Forests,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,NA,NA,NA,0.000000000000000
2586,2586,6193,208,1625,50,50  Northern Lakes and Forests,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2587,2587,30077,208,1624,50,50  Northern Lakes and Forests,13652_51,Boreal White Spruce-Fir-Hardwood Forest-Coastal,872,1306,NA,523.000000000000000
2588,2588,52420,208,1615,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2589,2589,6137,208,1623,50,50  Northern Lakes and Forests,13651_51,Boreal White Spruce-Fir-Hardwood Forest-Inland,490,524,NA,253.000000000000000
2590,2590,309,208,1620,50,50  Northern Lakes and Forests,13441_51,Boreal Jack Pine-Black Spruce Forest-Pine Barrens,34,64,7,5.000000000000000
2591,2591,818,208,1614,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2592,2592,326,208,1633,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2593,2593,164,208,1634,50,50  Northern Lakes and Forests,14660_50_51,Great Lakes Wooded Dune and Swale,3715,536,NA,468.000000000000000
2594,2594,107,208,1622,50,50  Northern Lakes and Forests,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48.000000000000000
2595,2595,21,205,1639,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2596,2596,401,205,1621,50,50  Northern Lakes and Forests,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,112,NA,NA,112.000000000000000
2597,2597,33,205,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2598,2598,1270,205,1624,50,50  Northern Lakes and Forests,13652_51,Boreal White Spruce-Fir-Hardwood Forest-Coastal,872,1306,NA,523.000000000000000
2599,2599,12,205,1640,50,50  Northern Lakes and Forests,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,NA,NA,NA,0.000000000000000
2600,2600,41,205,1637,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2601,2601,92,205,1615,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2602,2602,36,205,1623,50,50  Northern Lakes and Forests,13651_51,Boreal White Spruce-Fir-Hardwood Forest-Inland,490,524,NA,253.000000000000000
2603,2603,67,208,1636,50,50  Northern Lakes and Forests,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2604,2604,127003,1128,1986,83,83  Eastern Great Lakes Lowlands,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2605,2605,300779,1128,1978,83,83  Eastern Great Lakes Lowlands,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,983,NA,NA,983.000000000000000
2606,2606,86278,1128,1982,83,83  Eastern Great Lakes Lowlands,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48.000000000000000
2607,2607,39775,1128,1983,83,83  Eastern Great Lakes Lowlands,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2608,2608,2689,1128,-9999,83,83  Eastern Great Lakes Lowlands,NA,NoData,NA,NA,NA,0.000000000000000
2609,2609,5353,1128,1991,83,83  Eastern Great Lakes Lowlands,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2610,2610,3469,1128,1979,83,83  Eastern Great Lakes Lowlands,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4.000000000000000
2611,2611,2537122,1128,11,83,83  Eastern Great Lakes Lowlands,NA,Open Water,NA,NA,NA,0.000000000000000
2612,2612,9104,1128,1984,83,83  Eastern Great Lakes Lowlands,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
2613,2613,21525,1128,1988,83,83  Eastern Great Lakes Lowlands,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2614,2614,90412,1128,1993,83,83  Eastern Great Lakes Lowlands,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2615,2615,213470,1128,1999,83,83  Eastern Great Lakes Lowlands,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2616,2616,4,1128,1990,83,83  Eastern Great Lakes Lowlands,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,3351,1795,4331,916.000000000000000
2617,2617,17464,1128,1998,83,83  Eastern Great Lakes Lowlands,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2618,2618,106,1128,1985,83,83  Eastern Great Lakes Lowlands,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,NA,531.000000000000000
2619,2619,3,1083,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2620,2620,966,1083,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2621,2621,78,1083,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2622,2622,308,1082,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2623,2623,411,1082,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2624,2624,31,1083,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2625,2625,27,1083,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2626,2626,38,1084,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2627,2627,8,1083,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2628,2628,151,1082,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2629,2629,6,1084,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2630,2630,1,1084,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2631,2631,6,1083,1995,82,82  Acadian Plains and Hills,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
2632,2632,9,1083,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2633,2633,2,1084,1995,82,82  Acadian Plains and Hills,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
2634,2634,14,1082,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2635,2635,64,1081,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2636,2636,563,1081,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2637,2637,53,1081,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2638,2638,26,1081,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2639,2639,163,1081,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2640,2640,67,1081,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2641,2641,14,1081,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2642,2642,26558,1080,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2643,2643,1238,1080,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2644,2644,677,1080,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2645,2645,1,1081,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2646,2646,151,1080,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2647,2647,54,1080,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2648,2648,3,1080,1995,82,82  Acadian Plains and Hills,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
2649,2649,15,1080,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2650,2650,633,1080,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2651,2651,27,1087,1982,82,82  Acadian Plains and Hills,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48.000000000000000
2652,2652,657,1080,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2653,2653,293,1080,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2654,2654,390,1080,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2655,2655,541,1079,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2656,2656,711,1079,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2657,2657,14,1079,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2658,2658,27,1079,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2659,2659,255,1078,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2660,2660,23,1078,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2661,2661,183,1078,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2662,2662,82,1078,1984,82,82  Acadian Plains and Hills,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
2663,2663,14,1078,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2664,2664,742,1077,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2665,2665,1759,1076,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
