l3code,bps_mode,mfri_all,count
35,14340_36,3,198556
35,14340_37_98,5,872497
35,14370_36,3,1
35,14380_36,5,87
35,14510_37_98,2,16716917
35,14580_37_44_45_98,5,10818948
35,14710_32_35,26,100
35,14712_44,59,38
35,14720_32_35,26,13
35,14730_32_37_44,37,35202545
35,14730_36,38,2832
35,14730_45_46_47_98_99,53,2208440
35,14740_32_37_44_45_98,33,13268774
35,14740_36,9,1183
35,14760_36,31,12
35,14800_36_37_44,410,1530768
35,14800_45_98,404,21884
35,14860_36,4,11
35,14900_36,27,406
35,14900_37_98,11,5460
35,14930_41_42_44_50,17,4314
35,15060_37_44,27,4547606
35,15070_44,2,191
35,15130_45,52,19549
35,15190_32_35_36_37,4,3374188
36,13040_32_43_44_49,11,6616578
36,13080_32_35,5,27791
36,13080_38_43_44,5,7083
36,13120_44,5,21988
36,13230_32_36_37_44_45,17,104247
36,13340_32_43_44,19,951799
36,13480_37_45_98,4,2
36,13640_32_44_49,5,4949092
36,13670_32_44,5,7006994
36,13710_32_36_37_45_98,4,9918
36,13710_44,4,398745
36,13780_37_44,5,258
36,14010_43_44_47_48_53,3,1
36,14151_44,2,52
36,14152_44,2,103
36,14230_32_35,2,41309
36,14280_37_44,3,26
36,14580_37_44_45_98,5,136935
36,14710_32_35,26,2481
36,14712_44,59,1371479
36,14720_32_35,26,1533
36,14730_32_37_44,37,6546
36,14730_45_46_47_98_99,53,90
36,14740_32_37_44_45_98,33,2943
36,14930_41_42_44_50,17,9066
36,15060_37_44,27,261854
36,15070_44,2,7265552
36,15130_45,52,3320
36,15190_32_35_36_37,4,26
37,11480_32,12,1986
37,11620_32_35,13,12
37,13040_32_43_44_49,11,3129439
37,13080_32_35,5,3108945
37,13080_38_43_44,5,540565
37,13120_44,5,11121
37,13230_32_36_37_44_45,17,2352
37,13340_32_43_44,19,465230
37,13640_32_44_49,5,2480936
37,13670_32_44,5,3775847
37,13710_32_36_37_45_98,4,1258
37,13710_44,4,785
37,13830_32_35_36,6,31
37,14151_44,2,3107609
37,14152_44,2,2675077
37,14230_32_35,2,1891104
37,14580_37_44_45_98,5,912
37,14710_32_35,26,562705
37,14712_44,59,3217212
37,14720_32_35,26,250347
37,14730_32_37_44,37,23482
37,14730_45_46_47_98_99,53,6321
37,14740_32_37_44_45_98,33,70
37,14800_45_98,404,648
37,14930_41_42_44_50,17,24103
37,15060_37_44,27,4403
37,15070_44,2,5045952
37,15130_45,52,4585
37,15190_32_35_36_37,4,7
38,11480_32,12,1
38,11620_32_35,13,47
38,13040_32_43_44_49,11,4076425
38,13080_32_35,5,31761
38,13080_38_43_44,5,54
38,13120_44,5,3068
38,13340_32_43_44,19,1176103
38,13640_32_44_49,5,4130040
38,13670_32_44,5,3728955
38,14151_44,2,123
38,14152_44,2,106
38,14230_32_35,2,15753
38,14710_32_35,26,7048
38,14712_44,59,137038
38,14720_32_35,26,3439
38,14730_32_37_44,37,64
38,14930_41_42_44_50,17,4773
38,15070_44,2,2274834
39,11620_32_35,13,4
39,13040_32_43_44_49,11,20676517
39,13080_32_35,5,16996
39,13080_38_43_44,5,3390
39,13100_44_50,24,852036
39,13110_42_43,9,6124
39,13110_44,14,3626521
39,13120_44,5,8
39,13140_38_39_40_41_42,467,874078
39,13220_45,44,1
39,13230_32_36_37_44_45,17,737
39,13340_32_43_44,19,3868918
39,13640_32_44_49,5,51968181
39,13670_32_44,5,6238461
39,13710_32_36_37_45_98,4,2021
39,13940_44_49,5,16824816
39,14010_43_44_47_48_53,3,832206
39,14151_44,2,6
39,14210_31_38_42_43_44,4,1030875
39,14230_32_35,2,205317
39,14230_43_44,2,5106418
39,14290_37_45,4,10
39,14690_31_39_40_43,48,20
39,14710_32_35,26,11984
39,14710_42_43,0,171556
39,14710_44,0,814
39,14712_44,59,1791975
39,14720_32_35,26,11384
39,14720_44_46_47_48,167,56576
39,14730_32_37_44,37,4119
39,14730_45_46_47_98_99,53,24745
39,14740_32_37_44_45_98,33,57
39,14800_45_98,404,2
39,14880_38_42_43,3,562
39,14930_41_42_44_50,17,24033
39,15070_44,2,1860807
39,15100_45,5,1
39,15130_45,52,5121
39,15180_43_47_49_52_62,993,207
40,11480_32,12,1689
40,11620_32_35,13,1400707
40,13040_32_43_44_49,11,8367167
40,13080_32_35,5,2104888
40,13080_38_43_44,5,917794
40,13100_38_42_43,24,8406212
40,13100_44_50,24,320813
40,13110_42_43,9,19685
40,13110_44,14,1168426
40,13140_38_39_40_41_42,467,16363905
40,13340_32_43_44,19,406536
40,13640_32_44_49,5,403065
40,13670_32_44,5,45052
40,13830_32_35_36,6,422
40,13940_44_49,5,1078138
40,13950_41_42_43_49_52,5,79938
40,14010_43_44_47_48_53,3,162459
40,14120_39_40_41_42_43,3,276478
40,14151_44,2,38591
40,14152_44,2,11720
40,14200_39_40_42,6,2
40,14210_31_38_42_43_44,4,37301310
40,14230_32_35,2,9395819
40,14230_43_44,2,23746881
40,14690_31_39_40_43,48,787144
40,14690_38_42_49,48,11857
40,14710_32_35,26,257
40,14710_42_43,0,11615400
40,14712_44,59,237487
40,14720_32_35,26,104
40,14720_44_46_47_48,167,46534
40,14880_38_42_43,3,231884
40,14930_41_42_44_50,17,1510
40,15070_44,2,45
40,15180_43_47_49_52_62,993,85505
41,10090_19,69,7640
41,10110_20_29,100,5
41,10110_6_10_12_17_18_,31,119676
41,10451_10_19,19,1226048
41,10451_20,20,8
41,10452_10_19,37,1175807
41,10453_10_19,72,89485
41,10454_20,77,1
41,10460_10_19_20,184,3930692
41,10470_10_19,80,329842
41,10472_10_19,315,11681
41,10490_19_20_21_23_28,385,10773
41,10530_10_19,13,2664
41,10550_10_19,137,1091721
41,10560_10_19,181,9257055
41,10620_10_19_21_29_31,69,1
41,10700_10_19_28,228,436
41,10800_10_19,80,7997
41,10810_18_19_21,1140,7
41,11060_10_19,82,69375
41,11150_10_19,189,40
41,11250_1_7_8_9_10_19,59,2424
41,11260_1_7_8_9_10_19,31,15722
41,11390_10_19,17,226024
41,11400_10_19,146,1779
41,11410_20,12,2
41,11430_9_19_21_28,525,15
41,11440_12_16_19_28,207,91
41,11450_9_10_19,32,48993
41,11530_6_10_12_13_17_,1024,2
41,11540_10_19,173,8
41,11590_10_19,50,931816
41,11590_20,53,7
41,11600_10_19,80,159381
41,11610_9_10_19,386,56159
41,11660_9_10_19,27,533844
41,11662_19,18,8118
41,11670_10_19,295,10742
42,10090_19,69,915
42,10110_20_29,100,6418
42,10110_6_10_12_17_18_,31,12080
42,10130_31_38_39_40,17,3670922
42,10451_10_19,19,102679
42,10451_20,20,39357
42,10452_10_19,37,3363
42,10453_10_19,72,289
42,10454_20,77,32843
42,10460_10_19_20,184,231
42,10470_10_19,80,620
42,10472_10_19,315,4
42,10490_19_20_21_23_28,385,4850
42,10530_10_19,13,31916
42,10540_20,14,122719
42,10550_10_19,137,19148
42,10550_20,100,16
42,10560_10_19,181,39365
42,10610_20_29,54,1155
42,10620_10_19_21_29_31,69,23
42,10800_10_19,80,111969
42,10850_20,30,5306284
42,10850_29_30,15,36154
42,10940_31_38,23,7732
42,11060_10_19,82,14714
42,11060_20_21_29,79,26791
42,11150_10_19,189,22
42,11170_20,14,55917
42,11250_1_7_8_9_10_19,59,58898
42,11250_20_29_30_31_33,92,2647538
42,11260_1_7_8_9_10_19,31,4057
42,11260_20_29_33,50,22
42,11320_31_38,8,1323417
42,11390_10_19,17,1786309
42,11390_20,20,3432530
42,11400_10_19,146,158
42,11400_20,79,34177
42,11410_20,12,55865118
42,11410_29_30,13,30436375
42,11410_31,8,315213
42,11410_39,8,34972425
42,11410_40,8,23376708
42,11440_12_16_19_28,207,20212
42,11450_20,84,2206
42,11450_9_10_19,32,4736
42,11480_20_29_30,22,371779
42,11480_31_38,4,2389118
42,11500_31_39_40,5,2056489
42,11530_20_22_29_30,207,185250
42,11530_6_10_12_13_17_,1024,18265
42,11590_10_19,50,283343
42,11590_20,53,2985337
42,11600_10_19,80,282665
42,11600_20_29,151,264957
42,11610_9_10_19,386,562
42,11620_20,57,4851383
42,11620_29_30,51,2492565
42,11620_31_39_40,51,1801815
42,11620_38,51,166
42,11660_9_10_19,27,40364
42,11662_19,18,35715
42,11670_10_19,295,7
42,11790_31,14,479
42,11791_29_30,18,84
42,11792_29_30,15,125
42,13110_39,13,84
42,13140_38_39_40_41_42,467,49007
42,13310_39_40_41,6,1248
42,13850_20,19,34676
42,13850_29_30,19,504068
42,13850_31_39_40_42,32,601483
42,13940_39_40_41,5,134
42,14120_39_40_41_42_43,3,1
42,14200_39_40_42,6,22195
42,14210_31_38_42_43_44,4,1055247
42,14690_31_39_40_43,48,14254
42,14820_30,50,654338
42,14820_39_40,50,4066
42,14950_20,50,335878
42,14950_30,50,12314
42,14950_31_39_40,20,4003756
42,14950_38,20,107
43,10090_19,69,772
43,10110_20_29,100,26488
43,10110_21,110,45041
43,10110_22,163,77715
43,10110_6_10_12_17_18_,31,25199
43,10120_17_18_21,51,7
43,10130_31_38_39_40,17,3563410
43,10160_22,140,1
43,10450_21,38,669
43,10451_10_19,19,502816
43,10451_20,20,273489
43,10452_10_19,37,1
43,10453_10_19,72,230
43,10454_20,77,84913
43,10460_10_19_20,184,4995
43,10460_21,199,1441
43,10480_29,29,434
43,10490_16_22,216,14389
43,10490_19_20_21_23_28,385,342007
43,10500_22,169,2
43,10510_15_16_17_22_23,11,6952
43,10530_10_19,13,70028
43,10540_20,14,2175704
43,10540_22,13,1684
43,10540_29,18,507846
43,10550_10_19,137,137479
43,10550_21_22,333,51120
43,10550_29,113,730
43,10560_10_19,181,24027
43,10560_21_22,291,8289
43,10610_20_29,54,5704
43,10620_10_19_21_29_31,69,64679
43,10620_22_28,58,376
43,10660_22,0,69985
43,10660_29,440,1014918
43,10700_10_19_28,228,13
43,10720_22_29,331,121224
43,10800_10_19,80,650509
43,10801_21_22_28,72,11222
43,10802_21_22_28,98,958125
43,10810_18_19_21,1140,410
43,10810_22,450,1
43,10850_20,30,9812357
43,10850_29_30,15,671355
43,10860_27_31_33,46,9861
43,10860_29,106,24960
43,10861_22,89,1359
43,10862_22,106,27
43,10940_31_38,23,562732
43,11060_10_19,82,246752
43,11060_20_21_29,79,20690
43,11060_22,67,1
43,11150_10_19,189,112
43,11170_20,14,389849
43,11170_29,15,17496
43,11240_10_12_17_18_19,201,1948
43,11250_1_7_8_9_10_19,59,991743
43,11250_20_29_30_31_33,92,30374808
43,11260_1_7_8_9_10_19,31,204818
43,11260_20_29_33,50,479823
43,11260_21,50,330047
43,11260_22,86,454064
43,11270_21,217,878
43,11270_22,448,1
43,11320_31_38,8,8756999
43,11350_22,25,10939
43,11390_10_19,17,3745824
43,11390_20,20,627478
43,11390_21,32,102237
43,11390_22,66,608
43,11390_29,35,17344
43,11400_10_19,146,12349
43,11400_21,206,384
43,11400_29,79,40
43,11410_20,12,39201667
43,11410_29_30,13,193918166
43,11410_31,8,22103653
43,11410_39,8,2495686
43,11410_40,8,849336
43,11440_12_16_19_28,207,7210
43,11450_21,40,3877
43,11450_22_24_28,32,3
43,11450_29,84,123
43,11450_9_10_19,32,326816
43,11480_20_29_30,22,2055895
43,11480_31_38,4,6496057
43,11490_29,21,1104143
43,11490_31_33,21,1137413
43,11500_31_39_40,5,689246
43,11530_20_22_29_30,207,552128
43,11530_6_10_12_13_17_,1024,2802
43,11590_10_19,50,385979
43,11590_20,53,382664
43,11590_21,180,49229
43,11590_22,61,130740
43,11590_29,54,723929
43,11600_10_19,80,781319
43,11600_20_29,151,18611
43,11600_21,299,5815
43,11610_21,401,682
43,11610_9_10_19,386,8057
43,11620_20,57,3890057
43,11620_22,103,112677
43,11620_29_30,51,16516452
43,11620_31_39_40,51,7809186
43,11660_21,40,282443
43,11660_22,32,1449
43,11660_29,18,67812
43,11660_9_10_19,27,495772
43,11662_19,18,52153
43,11670_10_19,295,2643
43,11670_21,204,163
43,11790_31,14,489849
43,11791_29_30,18,849376
43,11792_29_30,15,6176172
43,13110_39,13,343
43,13140_38_39_40_41_42,467,6634
43,13310_39_40_41,6,300
43,13850_20,19,79708
43,13850_29_30,19,3395722
43,13850_31_39_40_42,32,2571778
43,13940_39_40_41,5,320
43,14120_39_40_41_42_43,3,3
43,14210_31_38_42_43_44,4,242927
43,14690_31_39_40_43,48,940
43,14820_30,50,2719
43,14950_20,50,17748
43,14950_30,50,1077334
43,14950_31_39_40,20,673529
44,10130_31_38_39_40,17,273921
44,10540_33,24,814
44,10590_27_33,137,251
44,10940_27_33,23,179593
44,10940_31_38,23,3371996
44,11320_31_38,8,536195
44,11320_33,15,2194118
44,11410_31,8,117510
44,11470_27_33,24,1
44,11480_31_38,4,47120625
44,11490_31_33,21,281319
44,11500_31_39_40,5,77893
44,11620_27_33,27,14955
44,11620_31_39_40,51,2685788
44,11620_38,51,2950
44,11790_31,14,96252
44,13850_31_39_40_42,32,30305
44,14210_31_38_42_43_44,4,4829728
44,14690_31_39_40_43,48,341
44,14950_27_33,15,32
44,14950_31_39_40,20,3265476
45,13030_60,4,339463
45,13030_61_63_64_65_66,6,506218
45,13070_46_47_48,8,5
45,13150_48_53_57_59_61,14,89942
45,13160_54_57_59_61,42,35382976
45,13160_60,41,988702
45,13170_48_53,6,357
45,13170_57_61,11,556
45,13180_57_59_61,77,54127
45,13210_47_48_53_57,68,168
45,13210_62,191,8
45,13240_60_65_66,4,183909
45,13300_46_48_54_55_56,7,111718
45,13350_55_58_60,7,4929
45,13420_59,5,167022
45,13430_54_55,36,316
45,13430_58_60,36,91837
45,13460_54_55_58,4,171673
45,13470_55_58_60,4,3870
45,13490_46_48_54_55_99,3,23509
45,13510_48_54_59,3,1532536
45,13520_53_54_57_59_60,5,45033
45,13530_46_48_53_54_57,7,478849
45,13550_60_65,8,1083
45,13570_46_47_55_58_99,35,33
45,13680_46_48_54_57_59,5,116716790
45,13690_60_61_63_64_65,14,206209
45,13700_60_63_64_65_66,531,676489
45,13720_46_99,7,20
45,13760_48_53_57_61,7,1807
45,13770_60_61_63_64_65,190,19784
45,13790_60_65,7,136
45,14000_60_61,4,1766
45,14080_48,3,17
45,14360_60,5,16
45,14490_58_60,3,82
45,14570_47_48,8,1
45,14590_58,11,1
45,14610_46_55_56_99,162,1
45,14680_46_55_58_99,8,865
45,14680_60,8,29
45,14710_47_48_53_54_57,80,7460847
45,14720_44_46_47_48,167,2079
45,14720_53_54_57_59_60,168,14273074
45,14720_61_62_63,166,463760
45,14730_45_46_47_98_99,53,1
45,14730_55_58_60,54,1974
45,14740_46_47_48_55_56,68,2642
45,14790_41_42_47_48_50,987,2
45,14790_60_61_63_64_65,578,12736
45,14800_46_56_58_60_64,221,7784
45,14800_55_99,221,3
45,14900_60,5,39
45,15010_58_60,76,191
46,10130_31_38_39_40,17,172226
46,11320_31_38,8,1
46,11410_29_30,13,50487
46,11410_39,8,35105604
46,11410_40,8,47551473
46,11500_31_39_40,5,893553
46,11620_31_39_40,51,947602
46,13010_40,82,5252
46,13100_39,19,128622
46,13100_41_62,13,26
46,13110_39,13,34170
46,13140_38_39_40_41_42,467,95971
46,13310_39_40_41,6,565304
46,13620_41_50,11,45
46,13651_40_41_50,213,84
46,13653_41,76,19
46,13850_29_30,19,10
46,13850_31_39_40_42,32,633155
46,13940_39_40_41,5,566965
46,13950_41_42_43_49_52,5,2
46,14071_41_50_51,4,416
46,14120_39_40_41_42_43,3,742376
46,14200_39_40_42,6,44899683
46,14200_41,4,407106
46,14690_31_39_40_43,48,3280614
46,14710_41_50,58,740
46,14770_40_41_50_51,105,1442
46,14820_30,50,62282
46,14820_39_40,50,1721548
46,14930_41_42_44_50,17,14955
46,14950_31_39_40,20,5969735
47,10130_31_38_39_40,17,102889
47,10940_31_38,23,7430
47,11320_31_38,8,11779179
47,11410_31,8,9731
47,11410_39,8,1788832
47,11480_31_38,4,2647781
47,11500_31_39_40,5,11038
47,11500_38,5,390
47,11620_31_39_40,51,74492
47,11620_38,51,215908
47,13022_41_50_51,2040,292
47,13040_32_43_44_49,11,167911
47,13100_38_42_43,24,34588192
47,13100_39,19,215893
47,13100_41_62,13,159969
47,13100_44_50,24,64326
47,13100_49,13,402
47,13110_39,13,48304
47,13110_42_43,9,24225
47,13110_44,14,95337
47,13110_50,14,2616
47,13140_38_39_40_41_42,467,6706717
47,13140_49,464,62
47,13340_32_43_44,19,1418
47,13440_41,82,1
47,13620_41_50,11,6375
47,13651_40_41_50,213,219
47,13652_41,516,1517
47,13653_41,76,378
47,13850_31_39_40_42,32,1518013
47,13940_39_40_41,5,534617
47,13940_42,5,432202
47,13940_44_49,5,30969
47,13940_50_51,5,218579
47,13950_41_42_43_49_52,5,130841
47,13950_50,5,27160
47,14010_43_44_47_48_53,3,14166
47,14071_41_50_51,4,5549
47,14072_41_50_51,8,4
47,14120_39_40_41_42_43,3,3213117
47,14200_39_40_42,6,67616664
47,14200_41,4,3216808
47,14210_31_38_42_43_44,4,88200176
47,14210_49_52,4,624
47,14230_38,2,194037
47,14230_43_44,2,154760
47,14440_41_50_51,203,30
47,14690_31_39_40_43,48,2241647
47,14690_38_42_49,48,7283060
47,14710_41_50,58,36555
47,14710_42_43,0,13814662
47,14710_44,0,40769
47,14710_49_52,59,641
47,14712_44,59,3838
47,14720_44_46_47_48,167,2587
47,14770_40_41_50_51,105,1726
47,14790_41_42_47_48_50,987,124127
47,14810_41_50_51_63,989,754
47,14820_39_40,50,353413
47,14880_38_42_43,3,1592761
47,14930_41_42_44_50,17,561419
47,14940_41_50_51,18,884
47,14950_31_39_40,20,26957
47,14950_38,20,3071
47,15170_42_49_50,12,83820
47,15180_43_47_49_52_62,993,272525
48,10130_31_38_39_40,17,66
48,11410_39,8,22099
48,11410_40,8,39715
48,11500_31_39_40,5,427
48,11620_31_39_40,51,12517
48,13010_40,82,292528
48,13020_40,2109,558
48,13022_41_50_51,2040,23721
48,13100_39,19,16076
48,13100_41_62,13,27285
48,13110_39,13,1405
48,13140_38_39_40_41_42,467,586697
48,13310_39_40_41,6,1286764
48,13440_41,82,364
48,13620_41_50,11,400
48,13651_40_41_50,213,112055
48,13652_41,516,592
48,13653_41,76,213648
48,13850_31_39_40_42,32,33400
48,13940_39_40_41,5,1408188
48,13950_41_42_43_49_52,5,1196
48,14071_41_50_51,4,355
48,14072_41_50_51,8,646
48,14120_39_40_41_42_43,3,4122154
48,14200_39_40_42,6,36551762
48,14200_41,4,579113
48,14440_41_50_51,203,82652
48,14690_31_39_40_43,48,965728
48,14710_41_50,58,6114
48,14750_41_50_51_63_64,59,17504
48,14770_40_41_50_51,105,1692765
48,14790_41_42_47_48_50,987,43186
48,14810_41_50_51_63,989,3913
48,14820_39_40,50,1342632
48,14930_41_42_44_50,17,50600
48,14940_41_50_51,18,72700
48,14950_31_39_40,20,25983
49,13010_40,82,115957
49,13020_40,2109,345
49,13022_41_50_51,2040,215499
49,13100_41_62,13,16770
49,13140_38_39_40_41_42,467,18827
49,13310_39_40_41,6,579841
49,13440_41,82,438035
49,13620_41_50,11,5
49,13622_41_50,34,94784
49,13651_40_41_50,213,2190341
49,13652_41,516,171298
49,13653_41,76,2919821
49,13940_39_40_41,5,23501
49,13950_41_42_43_49_52,5,1814
49,14071_41_50_51,4,2601
49,14072_41_50_51,8,441562
49,14120_39_40_41_42_43,3,21817
49,14200_39_40_42,6,415311
49,14200_41,4,39274
49,14440_41_50_51,203,1347576
49,14690_31_39_40_43,48,8262
49,14710_41_50,58,562
49,14750_41_50_51_63_64,59,173067
49,14770_40_41_50_51,105,9224584
49,14790_41_42_47_48_50,987,39927
49,14810_41_50_51_63,989,1367949
49,14820_39_40,50,106123
49,14930_41_42_44_50,17,10817
49,14940_41_50_51,18,2602477
49,14950_31_39_40,20,3459
50,13022_41_50_51,2040,57599262
50,13023_51,1016,457771
50,13100_41_62,13,1784155
50,13100_44_50,24,30264
50,13100_51,9,3446
50,13110_50,14,4793
50,13110_51,9,52330
50,13130_47_50_51,456,106837
50,13140_38_39_40_41_42,467,1652818
50,13310_39_40_41,6,97
50,13440_41,82,3020548
50,13441_51,5,2940914
50,13442_51,112,270679
50,13620_41_50,11,1278024
50,13620_51_63_64_65_66,48,9682748
50,13622_41_50,34,14281832
50,13651_40_41_50,213,11528256
50,13651_51,253,5344885
50,13652_41,516,2299519
50,13652_51,523,3179089
50,13653_41,76,11433014
50,13660_50,154,1311365
50,13660_51_63_64_65_66,153,4912647
50,13940_39_40_41,5,335677
50,13940_50_51,5,108188
50,13950_41_42_43_49_52,5,109412
50,13950_50,5,405
50,13950_51,5,57168
50,14071_41_50_51,4,4653648
50,14072_41_50_51,8,10384690
50,14120_39_40_41_42_43,3,67404
50,14200_41,4,16308
50,14210_31_38_42_43_44,4,5816
50,14440_41_50_51,203,2296898
50,14660_50_51,468,69131
50,14710_41_50,58,19313
50,14710_51_62,58,302701
50,14750_41_50_51_63_64,59,2956302
50,14770_40_41_50_51,105,23564347
50,14790_41_42_47_48_50,987,113768
50,14810_41_50_51_63,989,22034912
50,14920_41_50_51_52_63,0,294626
50,14930_41_42_44_50,17,29264
50,14940_41_50_51,18,2029178
51,11620_31_39_40,51,4
51,13010_40,82,4
51,13022_41_50_51,2040,24342989
51,13100_38_42_43,24,41034
51,13100_39,19,401
51,13100_41_62,13,5149936
51,13100_44_50,24,466110
51,13100_51,9,170
51,13110_39,13,832
51,13110_42_43,9,87
51,13110_50,14,147876
51,13110_51,9,304
51,13130_47_50_51,456,61
51,13140_38_39_40_41_42,467,11367633
51,13310_39_40_41,6,36
51,13440_41,82,1390
51,13441_51,5,4323
51,13442_51,112,3788
51,13620_41_50,11,2391794
51,13620_51_63_64_65_66,48,436244
51,13622_41_50,34,3699531
51,13651_40_41_50,213,344536
51,13651_51,253,80296
51,13652_41,516,46665
51,13652_51,523,84471
51,13653_41,76,198049
51,13660_50,154,1025323
51,13660_51_63_64_65_66,153,121304
51,13850_31_39_40_42,32,112
51,13940_39_40_41,5,8069991
51,13940_42,5,2006
51,13940_50_51,5,4927852
51,13950_41_42_43_49_52,5,2361999
51,13950_50,5,1617484
51,14071_41_50_51,4,2125094
51,14072_41_50_51,8,1838945
51,14090_50_64,387,69847
51,14120_39_40_41_42_43,3,3624796
51,14200_39_40_42,6,77562
51,14200_41,4,6371574
51,14210_31_38_42_43_44,4,511713
51,14440_41_50_51,203,42753
51,14660_50_51,468,89659
51,14690_31_39_40_43,48,11292
51,14690_38_42_49,48,5290
51,14710_41_50,58,1143518
51,14710_42_43,0,12485
51,14710_51_62,58,569
51,14750_41_50_51_63_64,59,862875
51,14770_40_41_50_51,105,3482897
51,14790_41_42_47_48_50,987,1020050
51,14810_41_50_51_63,989,2529900
51,14820_39_40,50,4701
51,14920_41_50_51_52_63,0,129764
51,14930_41_42_44_50,17,2481245
51,14940_41_50_51,18,633309
51,14950_31_39_40,20,38
51,15170_42_49_50,12,214906
52,13022_41_50_51,2040,384
52,13100_38_42_43,24,7676657
52,13100_44_50,24,780643
52,13100_49,13,43794
52,13110_42_43,9,168259
52,13110_49,9,1853
52,13110_50,14,62974
52,13140_38_39_40_41_42,467,4335840
52,13140_49,464,727
52,13620_41_50,11,131813
52,13850_31_39_40_42,32,166681
52,13940_42,5,141699
52,13940_50_51,5,17037575
52,13950_41_42_43_49_52,5,19327
52,13950_50,5,884775
52,14071_41_50_51,4,78791
52,14120_39_40_41_42_43,3,1398522
52,14120_49,3,407
52,14200_39_40_42,6,364915
52,14210_31_38_42_43_44,4,8437188
52,14210_49_52,4,3571
52,14690_38_42_49,48,863933
52,14710_41_50,58,754017
52,14710_42_43,0,1088950
52,14710_49_52,59,6971
52,14770_40_41_50_51,105,74186
52,14790_41_42_47_48_50,987,392198
52,14810_41_50_51_63,989,8084
52,14930_41_42_44_50,17,163739
52,15170_42_49_50,12,6421514
53,13022_41_50_51,2040,4231178
53,13100_44_50,24,1233160
53,13100_49,13,3071066
53,13110_49,9,495
53,13110_50,14,54651
53,13130_47_50_51,456,880308
53,13140_38_39_40_41_42,467,3630732
53,13140_49,464,74036
53,13620_41_50,11,9910
53,13622_41_50,34,185951
53,13651_40_41_50,213,467
53,13660_50,154,74004
53,13940_44_49,5,209
53,13940_50_51,5,10627453
53,13950_50,5,448161
53,14071_41_50_51,4,7027
53,14072_41_50_51,8,38896
53,14110_49_51_52,24,894
53,14120_39_40_41_42_43,3,170077
53,14120_49,3,8232
53,14210_31_38_42_43_44,4,2714863
53,14210_49_52,4,2432704
53,14660_49,444,14866
53,14660_50_51,468,78617
53,14710_41_50,58,223958
53,14710_49_52,59,44129
53,14720_49,165,6837
53,14750_41_50_51_63_64,59,1210
53,14770_40_41_50_51,105,171144
53,14790_41_42_47_48_50,987,1082830
53,14810_41_50_51_63,989,629252
53,14920_41_50_51_52_63,0,26240
53,14930_41_42_44_50,17,1070390
53,14940_41_50_51,18,28398
53,15170_42_49_50,12,5965
53,15180_43_47_49_52_62,993,7325
54,13100_44_50,24,4885
54,13100_49,13,19545592
54,13100_51,9,2398
54,13100_52,13,166410
54,13110_49,9,799174
54,13110_50,14,1079
54,13110_51,9,46
54,13110_52,9,89062
54,13130_47_50_51,456,34598
54,13130_49_52_62,465,33634
54,13140_38_39_40_41_42,467,12489
54,13140_49,464,1539896
54,13210_49,223,218361
54,13940_44_49,5,82568
54,13940_50_51,5,133591
54,13940_52,5,8567
54,13950_41_42_43_49_52,5,355019
54,13950_51,5,1244
54,14010_49,3,19
54,14071_41_50_51,4,557
54,14110_49_51_52,24,2030
54,14120_39_40_41_42_43,3,96
54,14120_49,3,78977
54,14120_52,3,7
54,14210_31_38_42_43_44,4,311532
54,14210_49_52,4,60099049
54,14660_49,444,245111
54,14660_50_51,468,3754
54,14690_38_42_49,48,148675
54,14710_41_50,58,7534
54,14710_49_52,59,252839
54,14720_49,165,4356
54,14790_41_42_47_48_50,987,8530
54,14790_52_62,989,27453
54,14920_41_50_51_52_63,0,899
54,14930_41_42_44_50,17,1577
54,14930_52_62,17,2561
54,15170_42_49_50,12,4386
54,15180_43_47_49_52_62,993,43870
55,13030_62,6,1010837
55,13050_47_48,4,933184
55,13050_53,2,9790
55,13100_41_62,13,1767698
55,13100_47,9,687272
55,13100_49,13,496509
55,13100_51,9,1265480
55,13100_52,13,17903254
55,13110_49,9,6101
55,13110_51,9,135295
55,13110_52,9,4792167
55,13130_47_50_51,456,8616810
55,13130_49_52_62,465,40327043
55,13140_49,464,7566
55,13150_48_53_57_59_61,14,1820
55,13170_48_53,6,29746
55,13170_62,8,7767
55,13180_48_53,69,4537
55,13210_47_48_53_57,68,2564657
55,13210_49,223,77250
55,13210_62,191,10780
55,13260_47,5,93542
55,13442_51,112,3
55,13530_47,2,6981
55,13620_51_63_64_65_66,48,693
55,13630_47_53,4,277010
55,13651_51,253,179
55,13700_53_61_62,529,587
55,13940_44_49,5,2
55,13940_50_51,5,299430
55,13940_52,5,990330
55,13950_41_42_43_49_52,5,43337
55,13950_51,5,26229
55,14010_43_44_47_48_53,3,667362
55,14071_41_50_51,4,1086
55,14110_49_51_52,24,13669
55,14120_39_40_41_42_43,3,851
55,14120_49,3,2426
55,14120_52,3,97165
55,14130_47,28,1514
55,14180_47,1,599
55,14210_31_38_42_43_44,4,54995
55,14210_49_52,4,1866195
55,14690_38_42_49,48,1
55,14710_47_48_53_54_57,80,2156230
55,14710_49_52,59,3475325
55,14710_51_62,58,840503
55,14720_44_46_47_48,167,1002651
55,14720_53_54_57_59_60,168,16836
55,14720_61_62_63,166,220217
55,14750_41_50_51_63_64,59,9
55,14770_40_41_50_51,105,14
55,14790_41_42_47_48_50,987,732701
55,14790_52_62,989,104808
55,14810_41_50_51_63,989,1725
55,14920_41_50_51_52_63,0,11262
55,14930_52_62,17,439187
