l3code,bps_mode,mfri_all,count
13,11230_1_7_8_9,39,6
13,11230_10_18,50,54
13,11240_10_12_17_18_19,201,224924
13,11250_1_7_8_9_10_19,59,314297
13,11250_6_12_13_15_16_,117,2635861
13,11260_13,49,21350
13,11260_6_12_17_18_28,49,20058489
13,11261_16_23_24,49,1433330
13,11262_16_23,219,164194
13,11270_10_12_13_17_18,225,1954700
13,11270_16_23_24_25,105,56985
13,11350_13_14,119,2983
13,11350_16_23_24,25,33966
13,11350_7_8_9_10_12_17,81,886089
13,11360_6,209,602
13,11370_3_6,32,80
13,11440_12_16_19_28,207,23
13,11450_16,32,22
13,11450_17,40,302
13,11460_15_16_23_24_25,10,2330
13,11520_6,46,45891
13,11530_16_23_24_25_27,208,429514
13,11530_6_10_12_13_17_,1024,24429860
13,11530_7_8_9,1019,19804
13,11540_1_7_8_9,99,125
13,11540_13,68,84339
13,11540_18,174,313129
13,11540_6_12_16_17,378,6931280
13,11550_13_14,23,303606
13,11552_13_14_15,735,262584
13,11590_12_17,379,76857
13,11590_16_23_24_26,61,271843
13,11590_18,174,80077
13,11590_8_9,50,148
13,11600_12_17,61,6302
13,11600_16,61,970
13,11600_18,42,79720
13,11600_8_9,80,1050
13,11650_9,18,13
14,10110_16_23_24,27,1
14,10110_6_10_12_17_18_,31,6
14,10120_16_27,51,8
14,10120_17_18_21,51,7
14,10140_4_5,8,2853
14,10160_13_14,158,8831
14,10160_15_28,126,79351
14,10160_16_23_24_25,127,836
14,10160_17,126,1366
14,10190_13_14,157,2041828
14,10190_15,156,9562
14,10190_4,203,141
14,10190_6_7_9_12_16_17,440,223864
14,10200_13,348,62325
14,10230_14_15_24_25,23,993
14,10240_14_15_24,23,11
14,10250_14_15_24_25_26,46,1229
14,10270_4_5_6,11,2571
14,10280_4_6_7_12,17,11
14,10290_2_3_4_5_6_7_12,8,459
14,10300_2_3_4_5_6_7,10,121
14,10310_2_3_4_5_6_12,9,1
14,10520_13,39,107498
14,10540_13_14,15,130489
14,10540_16_23_24,17,41
14,10540_17,15,97
14,10610_13,33,3282
14,10620_13,69,5482
14,10620_16_23,64,4
14,10620_6_12_17_18,69,612
14,10640_15_16_17_23_24,79,50923
14,10660_16_23_24,0,4175
14,10780_15,282,48869
14,10780_16_23_24_25,77,68
14,10790_13,87,59146
14,10790_6_9_10_12_16_1,84,47623
14,10800_13_14,111,79663
14,10803_6_12_15_16_17_,151,117584
14,10804_6_12_15_16_17_,120,156185
14,10810_15_16_23_24_28,616,46190
14,10810_6_12_13_17,1978,954623
14,10820_12_15_16_17_23,815,2956768
14,10820_14,406,1827694
14,10820_4_13,399,28756834
14,10820_6,516,133529
14,10860_13_16_17_18_21,22,2778
14,10870_4_6_12_13_14_1,329,57303828
14,10880_12_13_14_25,0,41967
14,10880_4_5,0,636991
14,10900_14,513,437483
14,10910_13_14,104,1401616
14,10910_15,355,471
14,10920_4,150,157
14,10930_13_15_16_23_24,220,166124
14,10950_14,8,2818
14,10970_4_5,79,11825
14,10980_4,39,4182
14,10980_6,34,784
14,11000_15,332,31
14,11020_13_15_16_23_24,65,1721
14,11030_6_7_12_13_16_1,50,78836
14,11040_13_14_25,77,84323
14,11040_15,77,290397
14,11040_17,50,1324
14,11050_3_6_7,74,83433
14,11050_4_5,50,5241
14,11070_13,39,152985
14,11070_15,39,7607
14,11070_17,39,370
14,11071_16,42,8
14,11080_17,50,6282
14,11080_4_5_13_14_15_2,81,650188
14,11090_14,1056,53241
14,11090_15_25,1049,7613
14,11090_4_13,1284,73042
14,11100_4,51,191022
14,11120_4_5,11,99
14,11130_4,13,42
14,11140_3_6_7,9,44998
14,11140_4_5,12,24
14,11150_13,187,1829
14,11150_15_16_23_24,64,9918
14,11160_15_25,46,1837
14,11170_13_15_28,11,4
14,11180_4,16,6729
14,11210_14,8,59840
14,11210_15,8,427
14,11240_10_12_17_18_19,201,2
14,11250_6_12_13_15_16_,117,256
14,11260_13,49,9118
14,11260_6_12_17_18_28,49,4063
14,11270_10_12_13_17_18,225,7110
14,11270_15,118,38323
14,11290_4_5,4,37
14,11350_13_14,119,43244
14,11350_15_28,25,252
14,11350_16_23_24,25,1654
14,11350_7_8_9_10_12_17,81,9854
14,11450_13,32,3350
14,11520_4_5,43,4578
14,11520_6,46,7
14,11530_6_10_12_13_17_,1024,10880
14,11540_13,68,367050
14,11540_6_12_16_17,378,71038
14,11550_13_14,23,2027873
14,11550_15,75,813
14,11550_4,23,2040
14,11552_13_14_15,735,4934491
14,11590_12_17,379,144
14,11590_15,7,510
14,11590_16_23_24_26,61,206
15,10090_19,69,468
15,10110_6_10_12_17_18_,31,13691
15,10110_9,27,913
15,10450_1_7_8_9,22,655150
15,10451_10_19,19,22057009
15,10452_10_19,37,7670616
15,10453_10_19,72,8638436
15,10460_10_19_20,184,679138
15,10470_10_19,80,17871649
15,10470_8_9,70,6155
15,10472_10_19,315,18762
15,10490_19_20_21_23_28,385,1221
15,10530_10_19,13,1129436
15,10531_1_7_8_9,14,261279
15,10532_7_9,47,2454
15,10550_10_19,137,910246
15,10560_10_19,181,12189148
15,10610_8_9_17,27,1046
15,10620_10_19_21_29_31,69,410
15,10620_7_9,77,5
15,10650_1_8_9_10,253,420589
15,10700_10_19_28,228,1326
15,10790_6_9_10_12_16_1,84,169
15,10800_1_7_8_9,101,525
15,10800_10_19,80,346882
15,11060_1_8_9,41,194087
15,11060_10_19,82,576298
15,11150_10_19,189,34
15,11230_1_7_8_9,39,262310
15,11230_10_18,50,872643
15,11240_1_7_8_9,222,268
15,11240_10_12_17_18_19,201,438371
15,11250_1_7_8_9_10_19,59,848194
15,11260_1_7_8_9_10_19,31,368311
15,11270_10_12_13_17_18,225,5594
15,11270_7_8_9,212,2
15,11340_10,14,45731
15,11340_8_9,9,212917
15,11350_7_8_9_10_12_17,81,8603
15,11390_10_19,17,3213871
15,11390_8_9,35,90415
15,11400_10_19,146,16338
15,11420_8,18,124269
15,11420_9_10,25,81
15,11440_12_16_19_28,207,6
15,11450_9_10_19,32,38731
15,11530_6_10_12_13_17_,1024,498
15,11530_7_8_9,1019,15
15,11540_1_7_8_9,99,141338
15,11540_10_19,173,556556
15,11590_10_19,50,6855169
15,11590_8_9,50,70038
15,11600_10_19,80,60030
15,11610_9_10_19,386,308497
15,11650_1_7_8,54,477
15,11650_9,18,21
15,11660_9_10_19,27,411694
15,11662_19,18,974
15,11670_1_7_9,56,632
15,11670_10_19,295,68626
16,10090_19,69,16
16,10110_6_10_12_17_18_,31,27471
16,10110_9,27,6
16,10170_6_7_8_9_12_18,169,12
16,10190_6_7_9_12_16_17,440,257
16,10450_1_7_8_9,22,6091
16,10451_10_19,19,5949601
16,10452_10_19,37,174332
16,10453_10_19,72,6518536
16,10460_10_19_20,184,8883951
16,10460_18,41,543
16,10470_10_19,80,2127686
16,10470_8_9,70,13
16,10472_10_19,315,70301
16,10490_19_20_21_23_28,385,21
16,10510_18_21,11,6
16,10530_10_19,13,6590951
16,10531_1_7_8_9,14,1882
16,10532_7_9,47,34
16,10550_10_19,137,5574957
16,10550_18,139,43
16,10560_10_19,181,9524806
16,10570_18,142,3
16,10610_18,28,600
16,10610_8_9_17,27,29
16,10620_10_19_21_29_31,69,428534
16,10620_6_12_17_18,69,11
16,10650_1_8_9_10,253,10637
16,10700_10_19_28,228,6991
16,10790_6_9_10_12_16_1,84,69529
16,10800_10_19,80,12191
16,10804_6_12_15_16_17_,120,1378
16,10810_18_19_21,1140,11
16,10860_13_16_17_18_21,22,81
16,11060_1_8_9,41,186
16,11060_10_19,82,227656
16,11060_18,44,342
16,11150_10_19,189,212
16,11230_1_7_8_9,39,5100
16,11230_10_18,50,470112
16,11240_10_12_17_18_19,201,120023
16,11250_1_7_8_9_10_19,59,1140634
16,11250_6_12_13_15_16_,117,237485
16,11260_1_7_8_9_10_19,31,6918825
16,11260_6_12_17_18_28,49,170755
16,11270_10_12_13_17_18,225,175
16,11340_10,14,8567
16,11350_7_8_9_10_12_17,81,156
16,11390_10_19,17,970215
16,11390_8_9,35,327
16,11400_10_19,146,357098
16,11420_9_10,25,807
16,11440_12_16_19_28,207,315
16,11450_9_10_19,32,9930
16,11530_6_10_12_13_17_,1024,22
16,11540_1_7_8_9,99,722
16,11540_10_19,173,87182
16,11540_18,174,30465
16,11590_10_19,50,1887620
16,11590_18,174,1933
16,11590_8_9,50,253
16,11600_10_19,80,894751
16,11600_18,42,3030
16,11610_9_10_19,386,629948
16,11660_9_10_19,27,5901141
16,11662_19,18,11335
16,11670_1_7_9,56,11
16,11670_10_19,295,229559
17,10090_19,69,2525
17,10110_20_29,100,234486
17,10110_21,110,4685830
17,10110_22,163,8847
17,10110_6_10_12_17_18_,31,83614
17,10120_17_18_21,51,3497
17,10160_22,140,6
17,10170_6_7_8_9_12_18,169,90
17,10190_6_7_9_12_16_17,440,3475
17,10450_21,38,25640
17,10451_10_19,19,7266953
17,10451_20,20,607701
17,10452_10_19,37,497490
17,10453_10_19,72,54299
17,10454_20,77,719391
17,10460_10_19_20,184,5389256
17,10460_18,41,3893
17,10460_21,199,7808105
17,10470_10_19,80,4361
17,10472_10_19,315,1390
17,10480_29,29,409050
17,10490_16_22,216,4933
17,10490_19_20_21_23_28,385,427798
17,10500_18,122,4496
17,10500_22,169,4857
17,10510_15_16_17_22_23,11,82
17,10510_18_21,11,355
17,10510_29,11,1115
17,10520_18,33,1347
17,10520_21,33,1096
17,10530_10_19,13,2246053
17,10540_20,14,159519
17,10540_22,13,670
17,10540_29,18,513283
17,10550_10_19,137,7295660
17,10550_18,139,966
17,10550_20,100,13967
17,10550_21_22,333,21059744
17,10550_29,113,2695970
17,10560_10_19,181,1756432
17,10560_18,140,33
17,10560_20,201,1507
17,10560_21_22,291,6745142
17,10560_29,263,7571
17,10570_18,142,108
17,10570_29,333,7504
17,10610_18,28,6197
17,10610_20_29,54,323966
17,10610_22_27_28,29,49
17,10620_10_19_21_29_31,69,757223
17,10620_22_28,58,88
17,10620_6_12_17_18,69,4975
17,10650_1_8_9_10,253,395
17,10660_29,440,28
17,10700_10_19_28,228,168678
17,10700_21,566,365287
17,10720_22_29,331,212
17,10790_6_9_10_12_16_1,84,93209
17,10800_10_19,80,922178
17,10801_21_22_28,72,39133
17,10802_21_22_28,98,550667
17,10803_6_12_15_16_17_,151,546
17,10804_6_12_15_16_17_,120,1347
17,10810_18_19_21,1140,817688
17,10850_20,30,436941
17,10850_29_30,15,911
17,10860_13_16_17_18_21,22,184
17,10860_29,106,543276
17,10861_22,89,305
17,11060_10_19,82,766982
17,11060_18,44,1852
17,11060_20_21_29,79,105620
17,11060_22,67,269
17,11150_10_19,189,1916
17,11150_21_22,64,690
17,11170_20,14,120682
17,11170_29,15,10486
17,11230_10_18,50,355
17,11240_10_12_17_18_19,201,1314975
17,11250_1_7_8_9_10_19,59,15619391
17,11250_20_29_30_31_33,92,355945
17,11250_6_12_13_15_16_,117,365486
17,11260_1_7_8_9_10_19,31,8734477
17,11260_20_29_33,50,1622898
17,11260_21,50,8608228
17,11260_22,86,170980
17,11260_6_12_17_18_28,49,163559
17,11270_10_12_13_17_18,225,517
17,11270_21,217,113049
17,11340_10,14,1
17,11350_7_8_9_10_12_17,81,54
17,11390_10_19,17,5521809
17,11390_20,20,823223
17,11390_21,32,1200617
17,11390_29,35,422391
17,11400_10_19,146,73858
17,11400_20,79,2128
17,11400_21,206,163431
17,11400_29,79,371267
17,11410_20,12,246918
17,11410_29_30,13,6291966
17,11430_9_19_21_28,525,12394
17,11440_12_16_19_28,207,369459
17,11440_21_22,515,435010
17,11450_20,84,1951
17,11450_21,40,1356806
17,11450_22_24_28,32,168
17,11450_29,84,23872
17,11450_9_10_19,32,791660
17,11480_20_29_30,22,7474
17,11490_29,21,10365
17,11530_20_22_29_30,207,7963
17,11530_6_10_12_13_17_,1024,250776
17,11540_10_19,173,3367
17,11540_18,174,24028
17,11590_10_19,50,3129304
17,11590_18,174,8487
17,11590_20,53,171869
17,11590_21,180,985641
17,11590_22,61,17715
17,11590_29,54,270602
17,11600_10_19,80,4004052
17,11600_18,42,9940
17,11600_20_29,151,212374
17,11600_21,299,2051791
17,11610_21,401,530056
17,11610_9_10_19,386,390080
17,11620_20,57,77192
17,11620_29_30,51,273297
17,11660_21,40,10242119
17,11660_22,32,1457
17,11660_29,18,1278982
17,11660_9_10_19,27,8987380
17,11662_19,18,565765
17,11670_10_19,295,716257
17,11670_21,204,714193
17,11791_29_30,18,5421958
17,11792_29_30,15,2002614
17,13850_20,19,10424
17,13850_29_30,19,21160
17,14950_20,50,153
18,10110_16_23_24,27,50157
18,10110_20_29,100,2187
18,10110_21,110,196057
18,10110_22,163,543992
18,10110_28,116,14217
18,10120_16_27,51,94
18,10120_17_18_21,51,1
18,10160_15_28,126,609
18,10160_16_23_24_25,127,157812
18,10160_22,140,194333
18,10450_21,38,65
18,10460_21,199,34209
18,10480_29,29,57
18,10490_16_22,216,1029106
18,10490_19_20_21_23_28,385,288247
18,10500_16_23_28,123,15387
18,10500_22,169,106499
18,10510_15_16_17_22_23,11,21303
18,10510_28,19,6725
18,10510_29,11,1056
18,10520_16_23_24,33,776
18,10520_28,54,959
18,10540_16_23_24,17,5012
18,10540_22,13,81394
18,10540_28,20,16399
18,10540_29,18,304731
18,10550_15_28,137,8188
18,10550_16_23_24,208,2970
18,10550_21_22,333,178793
18,10550_29,113,41414
18,10560_15_28,137,7
18,10560_16_23,210,4
18,10560_21_22,291,28851
18,10560_29,263,4
18,10570_12_16,143,266
18,10570_28,144,1715
18,10610_20_29,54,12667
18,10610_22_27_28,29,51104
18,10611_16_23_24,10,9829
18,10612_16_23,32,12386
18,10620_10_19_21_29_31,69,112265
18,10620_16_23,64,370
18,10620_22_28,58,20672
18,10640_15_16_17_23_24,79,927
18,10660_16_23_24,0,5657
18,10660_22,0,7386193
18,10660_29,440,346806
18,10700_10_19_28,228,474
18,10700_16,227,5
18,10720_22_29,331,35065
18,10780_16_23_24_25,77,2
18,10790_6_9_10_12_16_1,84,54
18,10801_21_22_28,72,7257815
18,10802_21_22_28,98,88941280
18,10803_6_12_15_16_17_,151,2468
18,10804_6_12_15_16_17_,120,3011467
18,10810_15_16_23_24_28,616,37369
18,10810_18_19_21,1140,1278
18,10810_22,450,1070740
18,10850_29_30,15,1227
18,10860_13_16_17_18_21,22,64905
18,10860_28,54,3734
18,10860_29,106,110928
18,10861_22,89,107603
18,10862_22,106,18850
18,10930_13_15_16_23_24,220,306
18,11020_13_15_16_23_24,65,10520
18,11030_6_7_12_13_16_1,50,158
18,11040_23_24,42,100
18,11060_20_21_29,79,250
18,11060_22,67,26
18,11070_23_24,38,395273
18,11070_25_28,39,11407
18,11071_16,42,1603
18,11072_16,39,37
18,11150_15_16_23_24,64,6087
18,11150_21_22,64,54871
18,11170_13_15_28,11,10194
18,11170_16_23_24,8,202
18,11170_29,15,2794
18,11240_10_12_17_18_19,201,32
18,11250_20_29_30_31_33,92,1732085
18,11250_6_12_13_15_16_,117,3188
18,11260_20_29_33,50,1347276
18,11260_21,50,3053402
18,11260_22,86,10509909
18,11260_6_12_17_18_28,49,106753
18,11261_16_23_24,49,1672706
18,11262_16_23,219,28473
18,11270_16_23_24_25,105,173
18,11270_21,217,387
18,11270_22,448,140745
18,11270_28,120,833
18,11350_15_28,25,39
18,11350_16_23_24,25,6831
18,11350_22,25,428524
18,11390_21,32,9
18,11390_22,66,11895
18,11390_29,35,51601
18,11400_21,206,232
18,11400_29,79,31859
18,11410_29_30,13,811177
18,11430_9_19_21_28,525,61
18,11450_16,32,4751
18,11450_21,40,3694
18,11450_22_24_28,32,1
18,11460_15_16_23_24_25,10,9896
18,11480_20_29_30,22,1888
18,11490_29,21,26
18,11530_16_23_24_25_27,208,120696
18,11530_20_22_29_30,207,340259
18,11530_28,204,150
18,11530_6_10_12_13_17_,1024,4
18,11590_16_23_24_26,61,142115
18,11590_21,180,28100
18,11590_22,61,6995825
18,11590_28,61,20047
18,11590_29,54,91284
18,11600_15_28,62,2208
18,11600_16,61,748
18,11600_20_29,151,40715
18,11600_21,299,189050
18,11600_23,62,52
18,11610_21,401,20827
18,11620_22,103,1455972
18,11620_29_30,51,32025
18,11660_21,40,522817
18,11660_22,32,18983
18,11660_29,18,223207
18,11670_21,204,80
18,11791_29_30,18,1547
18,11792_29_30,15,30052
18,13850_29_30,19,873
19,10110_16_23_24,27,4981410
19,10110_21,110,23621
19,10110_22,163,23015
19,10110_6_10_12_17_18_,31,1361
19,10120_16_27,51,1951691
19,10120_17_18_21,51,1604
19,10160_13_14,158,2158
19,10160_16_23_24_25,127,2759945
19,10160_17,126,6140
19,10160_22,140,50548
19,10190_13_14,157,470
19,10190_6_7_9_12_16_17,440,89441
19,10460_21,199,125
19,10490_16_22,216,16023
19,10490_19_20_21_23_28,385,901
19,10500_16_23_28,123,890021
19,10500_18,122,11
19,10500_22,169,792
19,10510_15_16_17_22_23,11,1386573
19,10510_18_21,11,18
19,10520_16_23_24,33,1904674
19,10520_17,33,24
19,10520_18,33,41
19,10520_21,33,417
19,10540_13_14,15,14
19,10540_16_23_24,17,1507755
19,10540_17,15,94
19,10540_22,13,3288
19,10550_16_23_24,208,4827722
19,10550_18,139,1
19,10550_21_22,333,10128
19,10560_16_23,210,11425
19,10560_21_22,291,9783
19,10570_12_16,143,1651
19,10610_13,33,4
19,10610_18,28,61
19,10610_22_27_28,29,480
19,10611_16_23_24,10,2012345
19,10612_16_23,32,5152014
19,10620_10_19_21_29_31,69,26
19,10620_16_23,64,1317691
19,10620_22_28,58,2202
19,10620_6_12_17_18,69,631
19,10640_15_16_17_23_24,79,147637
19,10660_16_23_24,0,42138
19,10660_22,0,179
19,10700_16,227,91729
19,10720_22_29,331,502
19,10780_16_23_24_25,77,2452
19,10790_6_9_10_12_16_1,84,69318
19,10800_13_14,111,632
19,10801_21_22_28,72,11663
19,10802_21_22_28,98,191118
19,10803_6_12_15_16_17_,151,260638
19,10804_6_12_15_16_17_,120,1593634
19,10810_15_16_23_24_28,616,128360
19,10810_22,450,717
19,10810_6_12_13_17,1978,167
19,10820_12_15_16_17_23,815,3062
19,10820_4_13,399,22256
19,10860_13_16_17_18_21,22,281204
19,10861_22,89,112
19,10862_22,106,378
19,10870_4_6_12_13_14_1,329,128
19,10930_13_15_16_23_24,220,1156
19,11020_13_15_16_23_24,65,24413
19,11030_6_7_12_13_16_1,50,117025
19,11040_17,50,176
19,11040_23_24,42,6
19,11060_18,44,82
19,11060_20_21_29,79,4
19,11070_17,39,3785
19,11070_23_24,38,30008
19,11071_16,42,2349601
19,11072_16,39,1264759
19,11080_17,50,1174
19,11150_15_16_23_24,64,6664
19,11150_17,186,1
19,11150_21_22,64,1272
19,11170_16_23_24,8,150488
19,11240_10_12_17_18_19,201,311
19,11250_6_12_13_15_16_,117,112908
19,11260_21,50,276780
19,11260_22,86,419550
19,11260_6_12_17_18_28,49,14202
19,11261_16_23_24,49,7240057
19,11262_16_23,219,1903248
19,11270_10_12_13_17_18,225,3653
19,11270_16_23_24_25,105,119254
19,11270_22,448,5
19,11350_16_23_24,25,150135
19,11350_22,25,198
19,11350_7_8_9_10_12_17,81,227
19,11390_21,32,43
19,11390_22,66,6
19,11440_12_16_19_28,207,5233
19,11450_16,32,452389
19,11450_21,40,4
19,11460_15_16_23_24_25,10,226784
19,11530_16_23_24_25_27,208,74464
19,11530_20_22_29_30,207,5350
19,11530_6_10_12_13_17_,1024,24
19,11540_13,68,450
19,11540_18,174,27
19,11540_6_12_16_17,378,1064
19,11552_13_14_15,735,667
19,11590_12_17,379,436
19,11590_16_23_24_26,61,1691532
19,11590_18,174,87
19,11590_21,180,17511
19,11590_22,61,43469
19,11600_16,61,125396
19,11600_18,42,78
19,11600_21,299,18148
19,11600_23,62,5
19,11610_21,401,383
19,11620_22,103,11
19,11660_21,40,19017
19,11660_22,32,2017
20,10110_16_23_24,27,1119493
20,10110_22,163,22615
20,10110_28,116,30582
20,10120_16_27,51,31331
20,10160_15_28,126,2733291
20,10160_16_23_24_25,127,27838921
20,10160_17,126,1047
20,10160_22,140,144431
20,10190_13_14,157,4
20,10190_15,156,96
20,10190_6_7_9_12_16_17,440,112922
20,10230_14_15_24_25,23,854
20,10240_14_15_24,23,85
20,10250_14_15_24_25_26,46,27
20,10490_16_22,216,27029
20,10490_19_20_21_23_28,385,4430
20,10500_16_23_28,123,13746
20,10510_15_16_17_22_23,11,2583060
20,10510_28,19,54470
20,10520_16_23_24,33,411720
20,10520_28,54,10694
20,10540_16_23_24,17,2476714
20,10540_17,15,6
20,10540_22,13,11230
20,10540_28,20,236582
20,10550_15_28,137,232
20,10550_16_23_24,208,162042
20,10550_21_22,333,3988
20,10560_15_28,137,1
20,10560_16_23,210,506
20,10570_12_16,143,367
20,10570_28,144,80
20,10590_24_28,128,36346
20,10610_22_27_28,29,20592
20,10611_16_23_24,10,344712
20,10612_16_23,32,424359
20,10620_16_23,64,248167
20,10620_22_28,58,29043
20,10620_6_12_17_18,69,17
20,10640_15_16_17_23_24,79,3215566
20,10660_16_23_24,0,5171233
20,10660_22,0,1905
20,10700_16,227,1051
20,10720_22_29,331,13
20,10780_15,282,12151
20,10780_16_23_24_25,77,6994004
20,10790_6_9_10_12_16_1,84,53802
20,10801_21_22_28,72,1734864
20,10802_21_22_28,98,190218
20,10803_6_12_15_16_17_,151,2409040
20,10804_6_12_15_16_17_,120,17406375
20,10810_15_16_23_24_28,616,24743293
20,10810_22,450,4631
20,10810_6_12_13_17,1978,3
20,10820_12_15_16_17_23,815,363129
20,10820_4_13,399,29626
20,10860_13_16_17_18_21,22,967866
20,10860_28,54,40478
20,10861_22,89,309
20,10862_22,106,2841
20,10870_4_6_12_13_14_1,329,228585
20,10910_15,355,208
20,10930_13_15_16_23_24,220,1779503
20,11020_13_15_16_23_24,65,396519
20,11020_28,125,148
20,11030_6_7_12_13_16_1,50,121202
20,11040_15,77,1808
20,11040_23_24,42,313185
20,11070_15,39,35612
20,11070_17,39,492
20,11070_23_24,38,5123044
20,11070_25_28,39,359987
20,11071_16,42,591683
20,11072_16,39,279067
20,11080_17,50,3
20,11150_15_16_23_24,64,262156
20,11150_21_22,64,2287
20,11150_28,112,439
20,11160_15_25,46,15
20,11160_24,46,2
20,11170_13_15_28,11,796
20,11170_16_23_24,8,130691
20,11190_24_25,26,336
20,11190_28,26,4978
20,11210_15,8,627
20,11210_24,8,6906
20,11240_10_12_17_18_19,201,19
20,11250_6_12_13_15_16_,117,669288
20,11260_22,86,29016
20,11260_6_12_17_18_28,49,35713
20,11261_16_23_24,49,3912278
20,11262_16_23,219,428475
20,11270_10_12_13_17_18,225,559
20,11270_15,118,42761
20,11270_16_23_24_25,105,1044818
20,11270_28,120,617608
20,11350_15_28,25,22611
20,11350_16_23_24,25,4530891
20,11350_22,25,80
20,11350_7_8_9_10_12_17,81,2
20,11450_16,32,9781
20,11460_15_16_23_24_25,10,36398
20,11470_28,10,1187
20,11490_28,10,17
20,11530_16_23_24_25_27,208,2886843
20,11530_20_22_29_30,207,603
20,11530_28,204,256419
20,11530_6_10_12_13_17_,1024,5
20,11540_13,68,8
20,11540_6_12_16_17,378,433
20,11550_13_14,23,3
20,11550_15,75,1115
20,11552_13_14_15,735,1403
20,11590_12_17,379,24
20,11590_15,7,1779
20,11590_16_23_24_26,61,6337838
20,11590_22,61,28884
20,11590_28,61,609166
20,11600_15_28,62,589
20,11600_16,61,3097
20,11600_23,62,17452
20,11660_22,32,2352
21,10110_16_23_24,27,2377630
21,10110_20_29,100,63923
21,10110_22,163,33864
21,10110_27,116,2728
21,10110_28,116,6566724
21,10120_16_27,51,55
21,10160_15_28,126,7671559
21,10160_16_23_24_25,127,750207
21,10160_22,140,184
21,10230_14_15_24_25,23,169585
21,10240_25_27,7,146
21,10250_14_15_24_25_26,46,13
21,10480_29,29,1404
21,10490_16_22,216,56049
21,10490_19_20_21_23_28,385,165976
21,10500_16_23_28,123,8385124
21,10500_22,169,1014
21,10510_15_16_17_22_23,11,687579
21,10510_27,19,40780
21,10510_28,19,9489485
21,10510_29,11,249691
21,10520_16_23_24,33,75114
21,10520_25,33,33
21,10520_27,37,2997
21,10520_28,54,5415915
21,10540_15_25,9,314992
21,10540_16_23_24,17,1421830
21,10540_22,13,26920
21,10540_28,20,11621177
21,10540_29,18,1088759
21,10540_33,24,58912
21,10541_27,11,378380
21,10542_27,24,102346
21,10550_15_28,137,23523282
21,10550_16_23_24,208,147638
21,10550_21_22,333,1395
21,10550_27,139,82
21,10550_29,113,436921
21,10560_15_28,137,679124
21,10560_16_23,210,4363
21,10570_23,143,2421
21,10570_28,144,402401
21,10570_29,333,35
21,10590_24_28,128,177311
21,10590_25,58,381144
21,10590_27_33,137,1099133
21,10610_15_25,12,119
21,10610_20_29,54,87178
21,10610_22_27_28,29,20089544
21,10611_16_23_24,10,480301
21,10612_16_23,32,477738
21,10620_10_19_21_29_31,69,29520
21,10620_16_23,64,34274
21,10620_22_28,58,2154
21,10640_15_16_17_23_24,79,8884
21,10660_16_23_24,0,61
21,10660_22,0,8536
21,10660_29,440,9991
21,10700_10_19_28,228,46225
21,10720_22_29,331,23450
21,10720_28,125,314933
21,10740_25_26,0,2208
21,10750_25,376,1949
21,10770_25_26,160,5377
21,10780_16_23_24_25,77,1109
21,10801_21_22_28,72,3705165
21,10802_21_22_28,98,732233
21,10803_6_12_15_16_17_,151,2329
21,10804_6_12_15_16_17_,120,581459
21,10810_15_16_23_24_28,616,93640
21,10810_22,450,1
21,10810_27_33,237,40053
21,10850_29_30,15,35355
21,10860_13_16_17_18_21,22,1288665
21,10860_27_31_33,46,166270
21,10860_28,54,1074719
21,10860_29,106,124632
21,10861_22,89,15261
21,10862_22,106,1438
21,10930_13_15_16_23_24,220,13726
21,10940_27_33,23,12702
21,11002_25,841,5014
21,11003_25,0,22512
21,11020_13_15_16_23_24,65,2515
21,11020_28,125,2059
21,11040_13_14_25,77,31614
21,11040_23_24,42,1593
21,11070_23_24,38,3292617
21,11070_25_28,39,3218841
21,11070_27_33,50,456497
21,11080_4_5_13_14_15_2,81,18
21,11150_15_16_23_24,64,802
21,11150_21_22,64,5
21,11150_28,112,41396
21,11160_15_25,46,34
21,11170_13_15_28,11,1400910
21,11170_16_23_24,8,107515
21,11170_29,15,109827
21,11170_33,19,3113
21,11171_27,12,256
21,11172_27,19,7109
21,11190_24_25,26,422527
21,11190_27,27,131151
21,11190_28,26,39435
21,11210_24,8,17
21,11210_25,82,31508
21,11210_27,13,1
21,11220_25,65,426
21,11250_20_29_30_31_33,92,1512784
21,11250_6_12_13_15_16_,117,3426
21,11260_20_29_33,50,2736403
21,11260_22,86,1226360
21,11260_6_12_17_18_28,49,6420497
21,11261_16_23_24,49,797636
21,11262_16_23,219,17977
21,11270_16_23_24_25,105,82272
21,11270_22,448,1078
21,11270_28,120,1128901
21,11320_33,15,344
21,11330_25,896,25098
21,11350_15_28,25,267974
21,11350_16_23_24,25,16502
21,11350_22,25,2594
21,11350_25,25,3683
21,11390_22,66,6
21,11390_29,35,37374
21,11400_29,79,23015
21,11410_29_30,13,2463824
21,11430_9_19_21_28,525,1623377
21,11440_12_16_19_28,207,766795
21,11450_22_24_28,32,220244
21,11460_15_16_23_24_25,10,3961851
21,11460_27,23,4202
21,11470_27_33,24,585851
21,11470_28,10,171699
21,11480_20_29_30,22,99344
21,11490_25,19,42
21,11490_27_38,22,234538
21,11490_28,10,4674
21,11490_29,21,598
21,11490_31_33,21,62402
21,11530_16_23_24_25_27,208,45800
21,11530_20_22_29_30,207,460
21,11530_28,204,443227
21,11550_25,225,8325
21,11590_16_23_24_26,61,557464
21,11590_22,61,196037
21,11590_25,62,133920
21,11590_27_33,62,216159
